Id,SalePrice
483,207539.2185729239
488,186842.1601446117
492,208499.3054046785
494,156493.05295833
499,282824.63207329944
500,243207.34389835622
501,290134.44543346006
503,236765.91011113932
506,240477.68237682467
508,247467.2023154455
511,265318.74135498196
515,225291.0494359659
519,225208.87693774208
521,236419.41982366232
530,236007.93752640393
532,216259.1354319462
534,180903.27770791124
540,174758.35014625837
541,135718.74433416565
551,147206.83196643915
552,167133.4689802981
554,69337.2569862581
555,120086.21646671456
556,119326.67238321753
557,130762.1540600381
565,213185.56308261454
566,253148.59425729362
567,174707.17506945442
569,225423.19483603095
570,203403.09541644462
574,210390.52217297404
575,283236.3484302124
576,205440.60906542273
577,199684.59056085296
578,212392.70963160132
583,210643.9845361296
584,215919.36271171778
585,161214.55996433267
587,196162.4802495333
593,213941.22128190423
597,208411.88630601918
598,168564.2282364012
599,161357.20809814206
600,120489.21830180663
605,174170.3334163739
607,175856.13069033407
608,165811.29125617494
611,172898.96945768563
616,119699.56552383033
625,184767.62250401048
629,147798.66150792525
630,152022.97720468542
631,130655.26824946559
640,198410.20963865463
642,172500.75656202046
643,122402.73392404988
646,133923.72190947525
647,166659.1319156278
655,90023.54599789584
659,98223.15895206106
663,60907.50057412943
665,91004.49230287717
667,207122.96174518781
673,158681.61368226865
676,135505.30035494064
680,128475.36821980344
682,102075.92135666395
687,148694.96122107812
688,148482.47945048317
692,97655.34401455801
693,118463.35226853067
695,135937.1539662264
697,116380.68524522247
700,144372.26167697067
702,129645.70191609673
703,117435.64910911689
704,86856.43338193715
712,91783.78405661073
713,97219.50061776806
717,215483.30611637683
720,187521.90659847844
721,61293.39552655643
726,159088.30710687567
733,103499.4603773175
736,114481.48619415393
738,102677.06262010349
741,129200.64400554785
743,46917.79726875547
745,104980.7020408232
750,146235.5880636457
756,111851.28464862067
757,122777.71448914331
758,111541.74102790098
760,79413.55288461124
765,140583.0131844422
775,126015.5981052799
776,119273.98869831502
780,175198.54575413148
783,248720.12694352074
790,108242.02944144187
795,84774.49538011343
796,138484.0803656729
797,148845.37021414647
798,105352.77015181529
804,196718.6731546583
805,214142.26330819092
806,235103.38302207127
808,121481.53138106449
814,161973.4169971566
818,295647.45509944146
821,301426.9910492651
822,306914.8278795349
825,305233.444489729
827,227098.48813408084
830,188156.41842561009
834,235650.90560911942
835,231670.39013647434
842,144030.35852398246
845,206133.21963267995
852,221545.0702749081
857,131031.42348750922
858,143260.58854620278
859,135293.32180785996
860,123283.50694409564
861,117867.40401002992
864,249456.26978591987
868,188982.1138661594
869,203800.96639466655
872,309326.6437057972
873,213538.82891462368
885,119146.64981014488
890,126422.37044564178
895,95381.65835004015
899,86457.55224384619
906,130270.93165458193
918,143095.96556266103
923,153643.71273673658
925,113694.64935286035
927,127382.47812410825
932,220689.54620298423
933,107150.71574524406
934,141422.6687338024
942,84800.67544165849
947,249371.0773767798
948,307545.12748392613
951,135943.74948748344
957,522898.6612438161
958,307029.0841913446
959,236959.5766121037
963,183841.58947327483
967,210917.12590251444
968,312062.88417917263
971,141936.03583201097
972,200331.60881573238
976,94247.51327342613
978,81272.03501966472
979,106511.59471151097
984,102804.38958827982
986,158586.08888495254
991,221502.04127404335
996,211437.0529332447
1001,243367.74608655897
1007,204510.43467641977
1008,189407.87189041267
1009,197955.83917256718
1014,155387.2227898975
1022,221587.902588041
1024,174284.61038243244
1027,131412.7153461555
1030,156545.25028187482
1032,158789.84511470914
1035,143097.65303076844
1042,100250.01340537221
1047,138902.66840997856
1050,101178.65005858068
1055,307854.15246453765
1059,387365.17382484925
1061,348990.95003316895
1064,411436.2703526075
1077,211205.48678282293
1081,231529.4980215293
1092,212190.01532005967
1093,191020.7069937221
1095,207883.36417423142
1099,243968.4075685297
1101,272374.6461541679
1103,290399.71097459237
1109,244020.85311954058
1112,233786.84426900718
1113,241371.9888817073
1114,263697.51557405334
1116,230012.47684038343
1117,220537.93145839436
1119,270170.20960982837
1121,216353.4950850246
1122,239032.56757173894
1125,274818.2867920181
1137,177821.2874595737
1142,208020.0274341701
1144,198548.8687345202
1145,194403.05123897814
1147,188403.04133629194
1148,205128.9262474888
1149,167301.63816681164
1150,129914.94629786233
1153,104549.76898337179
1154,96624.77080037151
1159,293142.2135777089
1161,171164.8810077361
1167,160793.2399510919
1171,229985.35075721232
1174,168742.33509418572
1188,195831.96564583734
1189,173946.51608655124
1191,152920.9392034534
1195,139958.83388859167
1199,163885.51071795958
1201,188026.2417513729
1204,172578.06513622834
1211,141237.96043251583
1214,155783.6258081185
1219,142448.3115573578
1220,68110.85979573065
1227,195343.96651016266
1229,229260.90898442885
1231,129632.45985318618
1234,220508.76887533983
1235,117098.3126497029
1239,185303.28780066874
1240,174643.8007487776
1241,171070.6339720057
1246,102608.89117290066
1249,182621.62914316962
1250,130951.18086693596
1252,131024.2991526431
1259,161190.72253069055
1267,120882.71397985728
1269,77981.97746690456
1270,116715.56275000249
1272,113491.25390882962
1274,132821.91093676756
1276,109436.69583601764
1279,144910.82779970102
1281,160782.27691242844
1286,157302.3759157207
1287,128371.43575780111
1290,69316.45501340507
1291,127335.73580913883
1297,156301.35572733285
1302,152501.6038375413
1303,55266.425035836306
1312,87978.8027532897
1315,117459.34987787023
1322,76740.27592540003
1327,117200.56779954245
1331,130002.72077478885
1333,110496.2592038776
1334,109162.25977860614
1336,116670.67706834627
1341,110593.99249845374
1344,53204.78054098427
1347,149987.46140022663
1348,130228.3051332301
1353,147625.12266677734
1355,123305.01127996124
1356,117611.69403487982
1357,170475.54861200365
1361,136285.48774095724
1364,121217.11612372793
1368,87735.50888294418
1369,85526.55025678073
1371,132476.836790631
1373,126914.04331734878
1374,133373.48941746083
1387,129835.55715393217
1388,97816.54798278083
1392,169532.81367610107
1394,118120.56212364227
1406,173321.65257057745
1407,252725.84357599993
1408,206260.04257739248
1409,179578.60254150114
1411,207449.19513154603
1412,106833.56625483048
1413,145282.37100863812
1414,129677.48183156415
1425,237943.45022231093
1430,192990.96304749412
1431,200042.9302403928
1435,216085.40303114534
1441,217960.98314077334
1444,217600.40561775386
1445,124352.21786501209
1446,125715.76503687767
1452,106365.29047518178
1453,109397.8641254169
1456,233988.62850501406
1457,227518.6069771109
1460,276434.61053476436
1463,257117.96188007828
1468,215045.75565322666
1471,224030.08337157546
1474,200283.19113883073
1475,190292.80351752776
1476,203284.4397030275
1478,229864.8689259314
1482,154643.82340480984
1483,164457.31627485892
1484,154291.10598336894
1485,169753.15051523614
1496,155202.34254543265
1497,174172.50457252635
1500,149893.5274495793
1506,120026.34515490112
1507,73944.20934163933
1509,126296.23689772596
1510,163437.05541021386
1513,120574.66581337366
1517,123845.22635572983
1518,190436.809472691
1523,178750.1915562849
1524,139190.23278105326
1526,150463.99695237482
1529,172139.55218255997
1531,154356.1354753851
1535,114169.49394503576
1536,145781.2218829121
1538,306692.5252090248
1540,221195.14572904905
1543,117187.17837905635
1545,98784.81055648884
1546,113083.57321442298
1557,71941.52265408607
1558,156470.03238145506
1559,65519.60700569271
1563,292422.6640463477
1568,165220.79179177308
1571,430901.562640044
1578,154699.28958914976
1579,210382.83189083159
1584,269264.7703037831
1586,295552.94832069625
1604,118179.5690071106
1606,149030.1931725702
1610,168384.12224704633
1611,166613.58158806668
1618,176026.4318110792
1623,196789.30931285184
1624,179842.630695798
1628,168147.13072197084
1633,198943.08785816192
1645,149944.8913598659
1649,196733.92126472332
1652,144106.30764025997
1653,166284.9851610957
1656,135975.21826907154
1662,182015.64544802235
1668,113764.63753174573
1670,119133.18235699674
1672,125423.16592043813
1673,132884.42012785762
1674,186905.33159753535
1677,107968.45241490171
1678,129874.81484994787
1679,107244.19241790583
1685,335558.9559594315
1692,386886.6966139299
1693,344891.0925983449
1696,403806.99054295715
1709,347579.00021707756
1711,296976.1552216438
1717,214510.97877410354
1718,211741.5242675715
1721,232402.6100526626
1722,217002.25367083005
1725,291097.6984609056
1726,221778.2811940034
1730,192696.89226197058
1731,180433.6630559716
1733,198400.53789940084
1737,192810.8113773189
1746,238304.16707809689
1747,199205.33715698862
1748,181453.0436813921
1749,220137.41735552068
1760,181278.21219558985
1761,461132.6001984114
1762,315448.2463744853
1768,462131.9336272722
1769,229537.5414228606
1770,268760.73843697266
1776,199584.48391871073
1781,345737.04409544595
1785,332731.718712634
1792,217394.9331310995
1798,259642.59231249423
1812,203831.92842630544
1814,238091.3654436003
1817,138527.1134579373
1818,164455.284411171
1822,134711.51225306012
1823,134120.56594653192
1829,251818.7196279919
1838,230838.6464279317
1845,179381.9050003509
1851,195819.45825278925
1855,257179.36190155582
1856,206455.2427952919
1858,213236.97120805155
1865,212441.07523655557
1866,146286.14619621806
1867,194241.7706969223
1868,199204.82783573781
1876,142784.50285246683
1878,130496.98800413888
1879,155431.67016770787
1882,135437.36013703412
1883,120029.59589457716
1887,89349.2161659332
1895,146318.2766347463
1898,157454.47937521135
1904,43691.046979139384
1908,141988.52484895036
1917,132883.21355577832
1918,125546.94371773738
1920,129866.52344379216
1922,128100.41790658762
1923,145120.8156425986
1931,155357.0849914113
1935,132156.43917203395
1936,122616.10123274295
1939,126341.50244479752
1943,125433.93487152929
1944,126594.84726304824
1946,267045.5509851853
1952,78171.80873122743
1954,100901.35284455998
1958,127184.67593109998
1964,134789.3272853056
1966,128037.84685635654
1969,91576.51257880706
1977,102906.29430316003
1980,94646.30226215125
1984,132273.26463638688
1985,94279.53876126559
1988,93855.95948408265
1989,109207.92215739036
1991,140586.93835711494
1992,133590.5791863159
1997,134082.0097869267
1999,204393.09133610537
2003,103158.19877904661
2005,118220.23093647014
2010,121589.70239296264
2012,128676.5597632355
2016,134053.340026849
2017,117227.13674240765
2022,178032.93489801674
2023,152901.43418249057
2035,156895.55256501725
2036,218803.98824840836
2040,125934.98506464256
2042,127363.36681103194
2043,59030.62517369795
2055,125268.48694858328
2056,107063.6832250009
2059,106441.85377233382
2064,113762.83581547631
2066,212137.3187398673
2070,150728.26442233112
2071,78951.89523021682
2078,228774.49820005574
2080,158328.63162859879
2085,126813.12711157076
2089,136528.56383404677
2090,175030.99710413112
2092,225473.47878856538
2094,284022.93655206123
2095,217602.02894002036
2098,369331.4509507818
2099,253328.79047248157
2103,249073.80943602824
2120,163437.49454855663
2122,182155.11707100738
2123,170684.03768619942
2134,192940.90769992094
2135,122902.28348401914
2136,129928.15066427234
2143,156618.0072943252
2145,277120.5337539261
2146,247955.0621437436
2148,195773.2016970544
2155,241982.0405769536
2156,250517.47553969407
2157,154885.29875801515
2159,209494.76650436028
2161,183851.933994695
2164,189019.9641825619
2165,193950.05438279084
2169,141865.66849796046
2171,120594.77898167957
2180,168064.78813142024
2182,543156.188466161
2184,135782.8861066492
2185,83671.83289981482
2188,98457.31595619184
2191,106704.68004211776
2192,106915.98440453627
2196,186792.89113241213
2198,84134.96854637022
2204,159739.50056521784
2210,155842.52594354568
2213,127763.93520975122
2215,268176.4578378798
2219,226714.69295564695
2221,249781.1421631394
2224,221584.22813571553
2228,157403.7948268298
2232,107774.33635011729
2239,105883.57549139531
2246,263948.4123400783
2247,261830.51321276795
2249,159166.4958202676
2251,206923.61048612598
2254,123874.45395591002
2256,202151.59181795354
2259,221106.56706152504
2263,253503.1904142921
2266,209387.45845760062
2271,229826.4302583144
2274,282661.41914998105
2275,307271.6905869525
2280,185202.4469562821
2281,181914.63501434686
2291,101499.36952349474
2292,159841.9968674895
2295,219345.44918029942
2297,91963.58365179223
2299,183830.065252123
2302,120555.74190929189
2303,119153.11478008737
2304,118279.16146170051
2308,208313.14924343643
2312,226054.24455497754
2314,181555.69325872874
2315,189811.18473510176
2316,191170.69145879312
2320,244953.213418609
2321,283510.79844316305
2322,276605.85774902016
2325,179100.37014984526
2336,341931.8443482133
2340,278147.50895623735
2341,301418.0598804146
2342,352766.5065629946
2345,236420.62633950406
2346,201564.98994013795
2347,156177.81667050376
2354,264319.3585806245
2357,192825.51167997828
2359,144387.16702145568
2360,151096.70087718836
2361,108938.68101785658
2362,98070.49777192654
2366,113605.33403931643
2367,94255.12193990045
2370,110631.44455711493
2373,97003.66770897269
2376,124331.64794837852
2378,139638.0708696433
2382,268968.81524815864
2387,334378.97418791836
2392,340355.7657104882
2395,360174.5684200964
2396,357592.7037101009
2397,289004.20787477307
2399,340346.5919497403
2401,382631.3478378127
2402,287426.46261043055
2407,202725.4731099907
2411,193696.47586577112
2414,211027.46127304208
2418,271365.99847616325
2419,188824.99627345052
2424,182148.9937608952
2427,179509.1665088497
2430,219836.60694667615
2439,208947.5414935069
2441,237821.17570206482
2442,227574.1949090176
2446,427420.0495423982
2447,342727.7509372606
2452,296918.06813047244
2457,395952.2793459735
2458,294908.1523607444
2462,361808.4817387216
2465,198218.40172095207
2467,199905.51921160292
2473,151199.170269026
2478,195430.8406869164
2479,185742.10017299713
2482,166039.29965226995
2485,117729.22309278112
2488,142839.48467644243
2494,127078.47488671713
2500,251134.01275549707
2509,163656.3706012218
2512,177834.51698949462
2514,153437.51523480023
2515,216994.6362406982
2516,232829.28812055624
2518,171059.28543552768
2519,215373.55040127796
2520,191856.70381570002
2527,180357.36380115183
2532,137997.591779024
2538,127818.08469742927
2539,155532.47578037644
2543,113365.75225086644
2551,138801.2679301238
2554,119139.40481411957
2555,114155.07081407362
2557,105658.69847408423
2561,126197.55999196708
2563,148272.03628295532
2564,122007.90525589259
2570,97639.77476941614
2571,320488.3023323561
2576,147517.36006847094
2582,155723.77562767023
2584,155108.86698434668
2587,95167.32140092156
2589,132458.90962310226
2591,207273.6987944502
2597,113794.07809612795
2602,145038.19407383585
2605,142014.8795541655
2610,185834.68278048106
2611,149400.08521856726
2614,118946.36225462703
2616,184366.89355017268
2617,164603.17556109067
2620,138872.6683587389
2623,97478.68986678054
2631,143819.89826551673
2638,135660.76357477353
2639,135706.46227493326
2645,157072.65766195345
2647,72175.39026305111
2648,130677.39582659956
2650,95987.54317774926
2652,107598.5316217917
2656,135366.64215209673
2658,152297.8071082926
2661,178521.04038138673
2665,139877.33994323216
2673,157697.26169937418
2678,123431.42778032707
2679,90970.43207693823
2680,63494.19072270626
2685,99463.79601050285
2695,136969.9152244785
2698,95017.74338465669
2700,181283.97453448095
2706,160400.43056876413
2708,131176.9630340891
2709,146666.68613086446
2711,120443.49418721444
2718,188655.33253515972
2719,184519.5758084365
2721,166789.3075301767
2725,156374.9341201312
2726,227912.90646889273
2732,213675.8257044839
2733,154483.64510504156
2739,191208.32962751688
2747,184166.24215145034
2751,227796.6583851937
2754,199864.07166521298
2755,228048.42585499256
2756,209762.63456975677
2758,248085.00648291904
2763,195351.4582203469
2764,244810.94964870316
2765,199752.15392458
2766,190929.31430543115
2768,174811.20436236003
2781,224651.87895310568
2784,163152.45034407394
2785,136201.6085712838
2786,116523.17347520156
2796,232516.25190362983
2797,270864.3282827082
2801,237259.1145710266
2805,252416.9185945575
2806,201162.8140340437
2812,200002.27299968127
2817,117686.29834692008
2822,162270.38784349398
2825,283805.5161371717
2828,163184.9296194171
2831,154155.4043671763
2843,182317.2892417226
2845,90929.32749866688
2847,163749.23745162046
2855,146751.44203132292
2856,154743.1270032228
2859,132929.5992927902
2865,193097.34482443202
2867,171946.26332816342
2869,211397.46451373614
2870,235685.43588840254
2874,143846.0517005502
2876,76055.14794857394
2889,151783.24098365262
2892,299408.3779365618
2895,216763.71354003725
2898,237907.61958891334
2901,327156.38406752236
2902,342778.701916317
2908,145771.29706637072
2909,121996.29242241409
2916,165158.22895234523
2917,98352.99497877061
2919,86008.43478633267
2921,100020.13273731394
2922,201879.03639312228
2925,184485.29590336137
2928,120247.69782756531
